Unit_Name,No_Rooms,Bathroom,Locality,Region,Longitude,Latitude,Furnished,Area,Tower,Total_Facilities,Currency,Annual_Price
Tamansari Mahogany Apartment Studio Fully Furnished,0,1,Pantura,Karawang,107.2711,-6.3394,1,21.73,Tower Tamansari Mahogany 1,12,IDR,35000000
South Hills 2BR,2,2,Kuningan,Jakarta Selatan,106.8311,-6.2232,1,87,Tower South hills,8,IDR,264000000
Green Pramuka City Apartment 2BR View City (Selatan),2,1,Cempaka Putih,Jakarta Pusat,106.873191,-6.187929,1,33,Tower 3,21,IDR,45000000
Cosmo Mansion 2BR,2,1,Thamrin,Jakarta Pusat,106.818654,-6.194443,1,71,Tower 1,12,IDR,126000000
Puri Mansion  Studio View city,0,1,Puri Indah,Jakarta Barat,106.728591,-6.182729,0,26,Tower Amethys,6,IDR,38100000
Serpong Green View Apartment 2BR Fully Furnished,2,1,Serpong,Tangerang,106.6866,-6.294,1,32,Tower A,17,IDR,48000000
Menteng Park Studio Tower Diamond,0,1,Menteng,Jakarta Pusat,106.838463,-6.191791,1,25,Tower Diamond,22,IDR,80000000
Taman Sari Semanggi Apartment Studio Fully Furnished,0,1,Semanggi,Jakarta Selatan,106.819159,-6.226598,1,34,Tower 1,24,IDR,72000000
Casablanca Mansion 2BR Tower 1,2,2,Casablanca,Jakarta Selatan,106.846292,-6.222918,1,62,Tower 1,24,IDR,144000000
Tifolia Apartment Studio Fully Furnished,0,1,Pulomas,Jakarta Timur,106.892794,-6.17518,1,19,Tower a,18,IDR,25000000
Taman Anggrek Condominium Apartment 2BR Fully Furnished,2,1,Tanjung Duren,Jakarta Barat,106.793302,-6.177578,1,88,Tower 3,23,IDR,100000000
Mediterania Lagoon Residences 3BR Fully Furnished,3,2,Kemayoran,Jakarta Pusat,106.852851,-6.153583,1,107,Tower A,23,IDR,135000000
Green Pramuka City Apartment 2BR View Pool,2,1,Cempaka Putih,Jakarta Pusat,106.873191,-6.187929,1,33,Tower Penelope,22,IDR,60000000
Menteng Park 1BR,1,1,Menteng,Jakarta Pusat,106.838463,-6.191791,1,40,Tower Sapphire,16,IDR,130000000
Tifolia Apartment 2BR Fully Furnished,2,1,Pulomas,Jakarta Timur,106.892794,-6.17518,1,45,Tower Tifolia,20,IDR,56100000
Red Top Apartment 2BR Fully Furnished,2,2,Pecenongan,Jakarta Pusat,106.827032,-6.164002,1,106,Tower 1,23,IDR,85000000
Sudirman Suites Jakarta 2+1BR View City,2,1,Bendungan Hilir,Jakarta Pusat,106.8163,-6.2156,1,64,Tower -,10,IDR,233800000
Grand Dhika City Apartment Studio Fully Furnished,0,1,Kalimalang,Bekasi,107.0197,-6.2621,1,26,Tower Cempaka,13,IDR,37000000
Casablanca Mansion 3BR View city,3,2,Casablanca,Jakarta Selatan,106.846292,-6.222918,1,65,Tower -,23,IDR,100800000
Casa Grande Apartment 2BR Fully Furnished,2,2,Casablanca,Jakarta Selatan,106.842672,-6.224187,1,76,Tower Bella,24,IDR,262000000
Casablanca East Residence 2BR View City,2,1,Pondok Bambu,Jakarta Timur,106.89933,-6.224079,0,42,Tower Dallas,16,IDR,33000000
Menteng Park 2BR Tower diamond,2,1,Menteng,Jakarta Pusat,106.838463,-6.191791,1,48,Tower diamond,22,IDR,150000000
Apartemen Semanggi 2BR Tower 1,2,1,Slipi,Jakarta Pusat,106.801738,-6.202296,1,63,Tower 1,24,IDR,96000000
Kemang Village Studio,0,1,Kemang,Jakarta Selatan,106.811453,-6.259374,1,43,Tower Intercon,13,IDR,132000000
Grand Icon Caman Apartment Studio Fully Furnished,0,1,Kalimalang,Bekasi,106.9525,-6.2521,1,22,Tower A,16,IDR,42000000
Lexington Residences 2BR Tower 1,2,2,Bintaro,Jakarta Selatan,106.767022,-6.273588,1,80,Tower 1,20,IDR,180000000
Bassura City Apartment 2BR Tower E,2,1,Cipinang,Jakarta Timur,106.879075,-6.225031,1,34,Tower E,19,IDR,57000000
Taman Anggrek Residence Studio Tower Fragrant,0,1,Tanjung Duren,Jakarta Barat,106.7917,-6.1792,0,26,Tower Fragrant,10,IDR,54500000
Green Pramuka City Apartment 2BR Fully Furnished,2,1,Cempaka Putih,Jakarta Pusat,106.873191,-6.187929,1,35,Tower ch,21,IDR,45000000
Pancoran Riverside Apartment 2BR View Futsal Field,2,1,Pancoran,Jakarta Selatan,106.861756,-6.252397,1,35,Tower 1,20,IDR,39000000
Slipi Apartment 3BR Fully Furnished,3,2,Slipi,Jakarta Barat,106.798162,-6.200393,1,110,Tower Tower 1,21,IDR,156000000
Neo Soho Residence 3BR Fully Furnished,3,2,Tanjung Duren,Jakarta Barat,106.790105,-6.174872,1,123,Tower Neo Soho Residences,22,IDR,159000000
Kalibata City Apartment 2BR Fully Furnished,2,1,Pancoran,Jakarta Selatan,106.851836,-6.257163,1,33,Tower Gaharu,19,IDR,43500000
Tamansari Semanggi Apartment 1BR Fully Furnished,1,1,Semanggi,Jakarta Selatan,106.819159,-6.226598,1,48,Tower B,23,IDR,91500000
Belmont Residence Studio Tower Everest,0,1,Kebon Jeruk,Jakarta Barat,106.762396,-6.200106,1,21,Tower Everest,15,IDR,32000000
Puri Mansion  2BR Fully Furnished,2,2,Puri Indah,Jakarta Barat,106.728591,-6.182729,1,49,Tower Crystal,14,IDR,65000000
Kebagusan City Apartment Studio Fully Furnished,0,1,Kebagusan,Jakarta Selatan,106.835418,-6.307531,1,23,Tower B,21,IDR,37500000
Belmont Residence Studio Fully Furnished,0,1,Kebon Jeruk,Jakarta Barat,106.762396,-6.200106,1,22,Tower Everest,15,IDR,35300000
Bassura City Apartment 2BR Fully Furnished,2,1,Cipinang,Jakarta Timur,106.879075,-6.225031,1,34.37,Tower G,20,IDR,54000000
Belleza Apartment 2BR View City,2,1,Permata Hijau,Jakarta Selatan,106.783318,-6.220183,1,63,Tower Albergo,23,IDR,138000000
Tamansari Semanggi Apartment Studio Fully Furnished,0,1,Semanggi,Jakarta Selatan,106.819159,-6.226598,1,35,Tower A,21,IDR,71450000
Puri Orchard Apartment 2BR View City,2,1,Cengkareng,Jakarta Barat,106.729326,-6.166036,1,50,Tower CH,20,IDR,65000000
Taman Anggrek Residence 2BR View City,2,1,Tanjung Duren,Jakarta Barat,106.7917,-6.1792,0,50,Tower Dafodil,10,IDR,90000000
Gardenia Boulevard Apartment 1BR Fully Furnished,1,1,Pejaten,Jakarta Selatan,106.827411,-6.284048,1,33,Tower A,22,IDR,56700000
Marbella Kemang Residence Apartment 2BR Fully Furnished,2,1,Kemang,Jakarta Selatan,106.814385,-6.247255,1,66,Tower -,23,IDR,126000000
Paddington Heights Apartment Studio Non Furnished,0,1,Alam Sutera,Tangerang,106.6497,-6.2253,0,31.62,Tower north,8,IDR,30000000
Batavia Apartment 2BR Fully Furnished,2,2,Bendungan Hilir,Jakarta Pusat,106.813631,-6.211458,1,90,Tower -,23,IDR,156000000
Gading Icon Apartment 2BR Semi Furnished,2,1,Kelapa Gading,Jakarta Timur,106.904441,-6.181255,0,36,Tower A,18,IDR,30000000
Lavande Residence 3BR Fully Furnished,3,2,Tebet,Jakarta Selatan,106.843171,-6.236462,1,80,Tower A,21,IDR,132000000
Thamrin Residence Apartment 2BR Fully Furnished,2,1,Thamrin,Jakarta Pusat,106.816842,-6.197352,1,65,Tower Bougenville,23,IDR,138000000
Condominium Green Bay Pluit SeaView 2BR Fully Furnished,2,1,Pluit,Jakarta Utara,106.779326,-6.107877,1,77,Tower M,23,IDR,102000000
Paladian Park 3BR Fully Furnished,3,2,Kelapa Gading,Jakarta Utara,106.896158,-6.15209,1,110,Tower B,21,IDR,125000000
Casablanca East Residence Studio View City,0,1,Pondok Bambu,Jakarta Timur,106.89933,-6.224079,1,21,Tower Dallas,19,IDR,30000000
Belmont Residence Studio Fully Furnished,0,1,Kebon Jeruk,Jakarta Barat,106.762396,-6.200106,1,23,Tower Mont Blanc,17,IDR,35000000
Bassura City Apartment 2BR Fully Furnished,2,1,Cipinang,Jakarta Timur,106.879075,-6.225031,1,32,Tower H,20,IDR,59000000
Pancoran Riverside Apartment 1BR Fully Furnished,1,1,Pancoran,Jakarta Selatan,106.861756,-6.252397,1,32,Tower 1c,20,IDR,39500000
Skyline Paramount Serpong Studio Fully Furnished,0,1,Gading Serpong,Tangerang,106.624934,-6.244425,1,28,Tower A,0,IDR,45000000
Pakubuwono Terrace Studio Fully Furnished,0,1,Kebayoran Lama,Jakarta Selatan,106.769194,-6.237472,1,23,Tower South,19,IDR,42000000
The Nest Apartment Studio Fully Furnished,0,1,Karang Tengah,Tangerang,106.723973,-6.195343,1,27,Tower A,18,IDR,32500000
Essence Darmawangsa Apartment 3BR Fully Furnished,3,2,Dharmawangsa,Jakarta Selatan,106.804426,-6.258746,1,100,Tower Eminence 1,22,IDR,216000000
Lavenue Apartment 2BR View City (Selatan),2,1,Pancoran,Jakarta Selatan,106.842971,-6.24805,1,106,Tower South,21,IDR,168000000
Taman Anggrek Residence Studio Non Furnished,0,1,Tanjung Duren,Jakarta Barat,106.7917,-6.1792,0,26,Tower Fragrant,13,IDR,42000000
Kebagusan City Apartment Studio Fully Furnished,0,1,Kebagusan,Jakarta Selatan,106.835418,-6.307531,1,30,Tower B,22,IDR,48000000
Thamrin Residence Apartment 1BR View City,1,1,Thamrin,Jakarta Pusat,106.816842,-6.197352,1,41,Tower E,24,IDR,102000000
East Park Apartment 2BR View Tower A,2,1,Jatinegara,Jakarta Timur,106.925427,-6.203576,1,33,Tower B,19,IDR,30000000
Gading Nias Apartment Studio Fully Furnished,0,1,Kelapa Gading,Jakarta Utara,106.91636,-6.154352,1,21,Tower emerlad,22,IDR,22000000
Parama Apartment 2BR View city,2,2,TB Simatupang,Jakarta Selatan,106.7874,-6.2914,1,125,Tower -,12,IDR,156000000
Metro Park Residence 2BR Tower Manhattan,2,1,Kedoya,Jakarta Barat,106.757651,-6.186415,1,53,Tower Manhattan,22,IDR,65000000
Callia Apartment 1BR Semi Furnished,1,1,Kelapa Gading,Jakarta Timur,106.89321,-6.175884,0,69,Tower -,16,IDR,50000000
Setiabudi Sky Garden 2BR Tower,2,2,Setiabudi,Jakarta Selatan,106.828806,-6.215463,1,93,Tower -,24,IDR,324000000
Cosmo Mansion - Thamrin City 1BR Tower Cosmo Mansion,1,1,Thamrin,Jakarta Pusat,106.818654,-6.194443,1,42,Tower Cosmo Mansion,21,IDR,69000000
Dharmawangsa Essence 3BR,3,3,Dharmawangsa,Jakarta Selatan,106.804426,-6.258746,1,136,Tower Eminance 2,16,IDR,240000000
U Residence Karawaci Studio View Golf Course,0,1,Karawaci,Tangerang,106.607673,-6.228493,1,35,Tower 1,20,IDR,45000000
Kalibata City Green Palace 2BR Tower Nusa Indah,2,1,Kalibata,Jakarta Selatan,106.849866,-6.257697,1,36,Tower Nusa Indah,22,IDR,55000000
Puri Orchard Apartment Studio Fully Furnished,0,1,Cengkareng,Jakarta Barat,106.729326,-6.166036,1,26,Tower CH,19,IDR,36000000
Lavenue Apartment 2BR View City (Barat),2,1,Pancoran,Jakarta Selatan,106.842971,-6.24805,1,70,Tower South,22,IDR,156000000
Green Pramuka City Apartment 2BR Fully Furnished,2,1,Cempaka Putih,Jakarta Pusat,106.873191,-6.187929,1,33,Tower Chrysant,22,IDR,65000000
Kemang Village Apartment 3BR Fully Furnished,3,3,Kemang,Jakarta Selatan,106.811453,-6.259374,1,205,Tower Bloomington,22,USD,40800
Royal Mediterania Garden Residence 1BR Tower Marigold,1,1,Tanjung Duren,Jakarta Barat,106.789248,-6.176076,1,35,Tower Marigold,19,IDR,70600000
The Nest Apartment Studio  Furnished,0,1,Karang Tengah,Tangerang,106.723973,-6.195343,1,27,Tower B,21,IDR,40000000
Puri Orchard Apartment 2BR Fully Furnished,2,1,Cengkareng,Jakarta Barat,106.729326,-6.166036,1,50,Tower orange groove,22,IDR,57000000
Pakubuwono Terrace 2BR Fully Furnished,2,1,Kebayoran Lama,Jakarta Selatan,106.769194,-6.237472,1,39,Tower South,19,IDR,75000000
Central Park Apartment 2BR Fully Furnished,2,1,Tanjung Duren,Jakarta Barat,106.789934,-6.178351,1,83,Tower Alaina,23,IDR,150000000
Elpis Residences Apartment Studio Non Furnished,0,1,Gunung Sahari,Jakarta Pusat,106.836638,-6.148474,0,23,Tower -,16,IDR,32400000
ST Moritz Apartment 2BR Fully Furnished,2,2,Puri Indah,Jakarta Barat,106.73873,-6.190723,1,96,Tower New Royal,24,IDR,200000000
Royal Mediterania Garden Residence 1BR Fully Furnished,1,1,Tanjung Duren,Jakarta Barat,106.789248,-6.176076,1,33,Tower Lavender,19,IDR,70000000
Pluit Sea View 3BR View City,3,2,Pluit,Jakarta Utara,106.807122,-6.121077,1,56,Tower A,21,IDR,45000000
Sunter Park View Apartment 2BR Fully Furnished,2,1,Sunter,Jakarta Utara,106.88373,-6.157527,1,35,Tower BC,20,IDR,33000000
District 8 Senopati 2BR Full Furnished,2,2,Senopati,Jakarta Selatan,106.80668,-6.228444,1,105,Tower Eternity,18,USD,28200
Season City Apartment 2BR Tower c,2,1,Grogol,Jakarta Barat,106.796056,-6.153652,0,55,Tower c,20,IDR,43000000
Taman Anggrek Residence Studio Fully Furnished,0,1,Tanjung Duren,Jakarta Barat,106.7917,-6.1792,1,26,Tower F,13,IDR,43500000
MOI City Home 2BR Fully Furnished,2,1,Kelapa Gading,Jakarta Utara,106.890391,-6.149836,1,45,Tower HWB,23,IDR,60000000
Cosmo Mansion - Thamrin City 2BR Fully Furnished,2,1,Thamrin,Jakarta Pusat,106.818654,-6.194443,1,89,Tower Cosmo Mansion,19,IDR,180000000
The Wave Apartment 1BR Fully Furnished,1,1,Kuningan,Jakarta Selatan,106.836847,-6.213647,1,40,Tower Coral,20,IDR,101100000
Neo Soho Residence 2BR Tower Soho,1,2,Tanjung Duren,Jakarta Barat,106.790105,-6.174872,0,96,Tower Soho,15,IDR,150000000
Bintaro Park View Studio View City,0,1,Bintaro,Jakarta Selatan,106.759213,-6.258118,1,22,Tower B,20,IDR,42000000
Scientia Residences Summarecon Serpong 1BR Fully Furnished,1,1,Serpong,Tangerang,106.615252,-6.256026,1,35,Tower C,12,IDR,38000000
Dharmawangsa Essence 3BR,3,3,Dharmawangsa,Jakarta Selatan,106.804426,-6.258746,1,153,Tower East,13,IDR,360000000
Aspen Residence Apartment 3BR Fully Furnished,3,2,Fatmawati,Jakarta Selatan,106.795392,-6.303504,1,84,Tower B,20,IDR,144000000
The Mansion Kemayoran Jasmine 2BR Semi Furnished,2,1,Kemayoran,Jakarta Pusat,106.854936,-6.147823,0,74,Tower Dorada,19,IDR,72000000
ST Moritz Apartment 2BR View City,2,1,Puri Indah,Jakarta Barat,106.73873,-6.190723,0,82,Tower New royal,23,IDR,150000000
Patria Park Apartment 2BR View City,2,1,Cawang,Jakarta Timur,106.87616,-6.24354,1,45,Tower 01,22,IDR,66000000
Casa Grande Apartment 2BR Tower Avalon,2,2,Casablanca,Jakarta Selatan,106.842672,-6.224187,1,106,Tower Avalon,24,IDR,331000000
Green Palm Residence 2BR Tower C,2,1,Duri Kosambi,Jakarta Barat,106.715409,-6.174903,1,36,Tower C,19,IDR,43000000
Taman Anggrek Residence 2BR Tower Espiritu,2,1,Tanjung Duren,Jakarta Barat,106.7917,-6.1792,0,50,Tower Espiritu,10,IDR,54500000
Puri Orchard Apartment Studio Fully Furnished,0,1,Cengkareng,Jakarta Barat,106.729326,-6.166036,1,28,Tower Cedar Height,21,IDR,40000000
Sunter Icon 2BR View City,2,1,Sunter,Jakarta Utara,106.853714,-6.134868,1,42,Tower East,20,IDR,50000000
Taman Rasuna Apartment 3BR Fully Furnished,3,2,Kuningan,Jakarta Selatan,106.83676,-6.218768,1,91,Tower 9,24,IDR,126000000
Thamrin Executive Residence 2BR Fully Furnished,2,1,Thamrin,Jakarta Pusat,106.816495,-6.195839,1,60,Tower -,23,IDR,165550000
Casablanca Mansion 2BR Tower 1,2,1,Casablanca,Jakarta Selatan,106.846292,-6.222918,1,42,Tower 1,23,IDR,96000000
Royal Mediterania Garden Residence Studio View City,0,1,Tanjung Duren,Jakarta Barat,106.789248,-6.176076,1,30,Tower Lavender,19,IDR,60000000
Pondok Indah Residence 1BR Tower Maya,1,1,Pondok Indah,Jakarta Selatan,106.780328,-6.265013,1,80,Tower Maya,24,IDR,273150000
Kuningan Place Apartment 2BR View Menteng Atas,2,1,Kuningan,Jakarta Selatan,106.835352,-6.212898,1,72,Tower Infinia,22,IDR,129900000
Sudirman Park Apartment 2BR Fully Furnished,2,1,Sudirman,Jakarta Pusat,106.818029,-6.205971,1,48,Tower A,24,IDR,108000000
Mediterania Gajah Mada Apartment 3BR View City (Utara),3,1,Gajah Mada,Jakarta Barat,106.815297,-6.149237,1,65,Tower A,18,IDR,60000000
Puri Orchard Apartment 2BR Non Furnished,2,1,Cengkareng,Jakarta Barat,106.729326,-6.166036,0,50,Tower CH a,13,IDR,38000000
Bassura City Apartment 2BR View Pool and City,2,1,Cipinang,Jakarta Timur,106.879075,-6.225031,1,34,Tower A,19,IDR,52000000
Woodland Park Residence Kalibata 1BR Fully Furnished,1,1,Kalibata,Jakarta Selatan,106.855352,-6.255809,1,40,Tower Cendana,21,IDR,90000000
Green Pramuka City Apartment 2BR Fully Furnished,2,1,Cempaka Putih,Jakarta Pusat,106.873191,-6.187929,1,33,Tower Orchid,21,IDR,64950000
Green Lake View Apartment Studio Fully Furnished,0,1,Ciputat,Tangerang,106.745504,-6.317627,1,22,Tower b,18,IDR,33000000
Bassura City Apartment Studio Tower D,0,1,Cipinang,Jakarta Timur,106.879075,-6.225031,1,24,Tower D,18,IDR,30000000
Taman Anggrek Condominium Apartment 3BR View City,3,2,Tanjung Duren,Jakarta Barat,106.793302,-6.177578,1,146,Tower 2,24,IDR,235000000
Puri Orchard Apartment 1BR View city,1,1,Cengkareng,Jakarta Barat,106.729326,-6.166036,1,35,Tower orange groove,19,IDR,39000000
GP Plaza Apartment Studio Fully Furnished,0,1,Slipi,Jakarta Pusat,106.799198,-6.202724,1,31,Tower 1,24,IDR,65000000
Bassura City Apartment 2BR Tower C,2,1,Cipinang,Jakarta Timur,106.879075,-6.225031,1,34,Tower C,20,IDR,70000000
The Boulevard Apartment 1BR Fully Furnished,1,1,Tanah Abang,Jakarta Pusat,106.816326,-6.183112,1,42,Tower 1,19,IDR,95000000
The Boutique At Kemayoran 2BR Tower 1,2,1,Kemayoran,Jakarta Pusat,106.852251,-6.158357,1,50,Tower 1,21,IDR,60000000
Royal Olive Residence 1BR Non Furnished,1,1,Pejaten,Jakarta Selatan,106.830173,-6.276866,0,35,Tower 1,15,IDR,46000000
The Mansion Kemayoran Bougenville 1BR Fully Furnished,1,1,Kemayoran,Jakarta Pusat,106.85716,-6.14607,1,29,Tower Gloria,13,IDR,45000000
Batavia Apartment 2BR Fully Furnished,2,1,Bendungan Hilir,Jakarta Pusat,106.813631,-6.211458,1,98,Tower -,22,IDR,230000000
Signature Park Grande Studio Fully Furnished,0,1,MT Haryono,Jakarta Timur,106.866201,-6.245201,1,25,Tower Light,18,IDR,52500000
Taman Rasuna Apartment 2BR Fully Furnished,2,1,Kuningan,Jakarta Selatan,106.83676,-6.218768,1,74,Tower 14,24,IDR,102000000
Condominium Rajawali Apartment  2BR Tower Edelweiss,2,2,Kemayoran,Jakarta Pusat,106.839674,-6.142811,0,44,Tower Edelweiss,20,IDR,37000000
Puri Park View Apartment Studio Non Furnished,0,1,Kebon Jeruk,Jakarta Barat,106.756061,-6.192081,0,22,Tower CA,16,IDR,21000000
The Mansion Kemang 1BR Tower S,1,1,Kemang,Jakarta Selatan,106.810318,-6.255134,1,87,Tower S,22,IDR,144000000
Central Park Apartment 3BR Tower Alaina,3,2,Tanjung Duren,Jakarta Barat,106.789934,-6.178351,1,110,Tower Alaina,23,IDR,230000000
Royale SpringHill Residence The 3BR View City,3,2,Kemayoran,Jakarta Pusat,106.85069,-6.146146,1,196,Tower -,24,IDR,350000000
Residence 8 Senopati 2BR Fully Furnished,2,2,Senopati,Jakarta Selatan,106.806005,-6.228974,1,178,Tower -,23,IDR,408000000
Kalibata City Green Palace 2BR Tower Nusa Indah,2,1,Kalibata,Jakarta Selatan,106.849866,-6.257697,1,36,Tower Nusa Indah,22,IDR,45000000
Pasar Baru Mansion Apartment 2BR Non Furnished,2,1,Pasar Baru,Jakarta Pusat,106.832645,-6.16298,0,50,Tower B,17,IDR,48000000
Royal Olive Residence 1BR Fully Furnished,1,1,Pejaten,Jakarta Selatan,106.830173,-6.276866,1,36,Tower 2,21,IDR,70000000
Apartemen Semanggi Studio View City,0,1,Slipi,Jakarta Pusat,106.801738,-6.202296,1,40,Tower 1,23,IDR,66000000
Centro City Apartment Studio Fully Furnished,0,1,Daan Mogot,Jakarta Barat,106.772757,-6.163789,1,26,Tower A,18,IDR,27000000
Casa Grande Apartment 1BR Fully Furnished,1,1,Casablanca,Jakarta Selatan,106.842672,-6.224187,1,42,Tower Montana,23,IDR,263700000
Ciputra World 2 Apartment 2BR,2,1,Kuningan,Jakarta Selatan,106.820139,-6.221259,1,78,Tower Orchard,16,IDR,192000000
Hamptons Park Apartment 2BR View City,2,1,Pondok Indah,Jakarta Selatan,106.791409,-6.282965,1,79,Tower A,24,IDR,156000000
Belmont Residence 1BR View City,1,1,Kebon Jeruk,Jakarta Barat,106.762396,-6.200106,0,33,Tower Athena,12,IDR,35000000
The Boutique At Kemayoran 3BR Fully Furnished,3,2,Kemayoran,Jakarta Pusat,106.852251,-6.158357,1,70,Tower 1,21,IDR,120000000
Disewakan Apartemen Baru Sedayu City 2BR Harga Nego,2,2,Kelapa Gading,Jakarta Utara,106.9247,-6.1698,1,65,Tower Manhattan,12,IDR,85000000
Pakubuwono Terrace 2BR Fully Furnished,2,1,Kebayoran Lama,Jakarta Selatan,106.769194,-6.237472,1,40,Tower North,19,IDR,65000000
Puri Park View Apartment 1BR Tower AC,1,1,Kebon Jeruk,Jakarta Barat,106.756061,-6.192081,1,36,Tower AC,21,IDR,50000000
The Orchard Satrio Ciputra World 2 2BR,2,2,Kuningan,Jakarta Selatan,106.820139,-6.221259,1,76,Tower A,16,IDR,200000000
Kalibata City Apartment 2BR View City (Timur),2,1,Pancoran,Jakarta Selatan,106.851836,-6.257163,1,33,Tower Sakura,20,IDR,47450000
Menteng Park Studio Luas 33 m2 Murah,0,1,Menteng,Jakarta Pusat,106.838463,-6.191791,1,33,Tower Sapphire,16,IDR,72000000
The Mansion Kemayoran Bougenville 2BR Non Furnished,2,1,Kemayoran,Jakarta Pusat,106.85716,-6.14607,0,90,Tower Fontana,16,IDR,94600000
Green Pramuka City Apartment 2BR View City (Selatan),2,1,Cempaka Putih,Jakarta Pusat,106.873191,-6.187929,1,33,Tower scarlet,14,IDR,47500000
Menteng Square Apartment 2BR Tower B,2,1,Menteng,Jakarta Pusat,106.851858,-6.200232,1,30,Tower B,19,IDR,41000000
Permata Gandaria Apartment 2BR View City,2,2,Gandaria,Jakarta Selatan,106.788286,-6.245041,1,121,Tower 1,24,IDR,204000000
Gateway Apartment 2BR Fully Furnished,2,1,Pesanggrahan,Jakarta Selatan,106.748074,-6.237095,1,35,Tower B,17,IDR,53000000
Sunter Park View Apartment Studio Fully Furnished,0,1,Sunter,Jakarta Utara,106.88373,-6.157527,1,22,Tower AA,21,IDR,40000000
Taman Sari Semanggi Apartment 1BR Fully Furnished,1,1,Semanggi,Jakarta Selatan,106.819159,-6.226598,1,45,Tower -,23,IDR,96000000
Mediterania Garden Residence 2 2BR Semi Furnished,2,0,Tanjung Duren,Jakarta Barat,106.788166,-6.175894,0,42,Tower Jasmine,15,IDR,50000000
Kemang Village 2BR Semi Penthouse,2,2,Kemang,Jakarta Selatan,106.811453,-6.259374,1,130,Tower Infinity,16,IDR,312000000
U Residence Karawaci Studio Fully Furnished,0,1,Karawaci,Tangerang,106.607673,-6.228493,1,31,Tower 3,17,IDR,43000000
Thamrin Residence Apartment 1BR Tower Bougenville,1,1,Thamrin,Jakarta Pusat,106.816842,-6.197352,1,42,Tower Bougenville,24,IDR,81000000
Pantai Mutiara Apartment 3BR Fully Furnished,3,1,Pluit,Jakarta Utara,106.791819,-6.098843,1,149,Tower Damar,24,IDR,175000000
Lavenue Apartment 2BR Non Furnished,2,2,Pancoran,Jakarta Selatan,106.842971,-6.24805,0,104,Tower South,15,IDR,155000000
MOI City Home 2BR Fully Furnished,2,1,Kelapa Gading,Jakarta Utara,106.890391,-6.149836,1,45,Tower Santa Monica Bay,22,IDR,56000000
Mediterania Marina Ancol Apartment 2BR Tower D,2,1,Ancol,Jakarta Utara,106.82921,-6.128082,0,54,Tower D,18,IDR,35000000
Istana Sahid Apartment 2BR Fully Furnished,2,2,Sudirman,Jakarta Pusat,106.818456,-6.210034,1,144,Tower -,23,IDR,356400000
Menteng Executive Apartment 3BR Fully Furnished,3,2,Menteng,Jakarta Pusat,106.840335,-6.198186,1,155,Tower Palem,23,IDR,425250000
Citra Living Apartment 2BR Fully Furnished,2,0,Kalideres,Jakarta Barat,106.699,-6.1435,1,41,Tower Orchard,13,IDR,65000000
Victoria Square Apartment 1BR Fully Furnished,1,1,Karawaci,Tangerang,106.6081,-6.186912,1,21,Tower Valencia,19,IDR,21000000
B Residence BSD Studio  Furnished,0,1,BSD City,Tangerang,106.6381,6.3043,1,25,Tower Tulip,18,IDR,55000000
Menteng Square Apartment 2BR Fully Furnished,2,1,Menteng,Jakarta Pusat,106.851858,-6.200232,1,30,Tower X,21,IDR,49000000
Kebagusan City Apartment Studio Fully Furnished,0,1,Kebagusan,Jakarta Selatan,106.835418,-6.307531,1,25,Tower A,23,IDR,35000000
Green Pramuka City Apartment 2BR View City (Barat),2,1,Cempaka Putih,Jakarta Pusat,106.873191,-6.187929,1,33,Tower Penelope,22,IDR,60000000
Northland Ancol Residence 2BR Fully Furnished,2,1,Ancol,Jakarta Utara,106.839363,-6.129877,1,42,Tower Single tower,20,IDR,54000000
Aston Rasuna Apartment 2BR Fully Furnished,2,1,Kuningan,Jakarta Selatan,106.836684,-6.219637,1,80,Tower -,24,IDR,144000000
Residence 8 Senopati 2BR Fully furnished with Pool view,2,2,Senopati,Jakarta Selatan,106.80668,-6.228444,1,133,Tower 2,18,USD,25200
Puri Orchard Apartment 1BR Tower Cedar Height B,1,1,Cengkareng,Jakarta Barat,106.729326,-6.166036,1,35,Tower Cedar Height B,19,IDR,56000000
The Springlake Summarecon 2BR View City,2,1,Summarecon Bekasi,Bekasi,106.999,-6.2224,1,35,Tower azolla,16,IDR,36000000
Bellagio Residence 3BR Tower A,3,2,Kuningan,Jakarta Selatan,106.824194,-6.227334,1,200,Tower A,24,IDR,300000000
The H Residences Studio View City,0,1,MT Haryono,Jakarta Timur,106.872311,-6.245309,1,37,Tower 1,20,IDR,60000000
Taman Sari Semanggi Apartment 2BR Tower B,2,1,Semanggi,Jakarta Selatan,106.819159,-6.226598,1,70,Tower B,23,IDR,156000000
Podomoro Golf View Apartment 1BR Non Furnished,0,1,Cimanggis,Depok,106.8939,-6.4274,0,21,Tower Cordia,11,IDR,12000000
Springhill Terrace Residence 3BR Fully Furnished,3,2,Kemayoran,Jakarta Pusat,106.850107,-6.14907,1,73,Tower OAKWOOD,15,IDR,95000000
Taman Anggrek Residence 1BR View City,1,1,Tanjung Duren,Jakarta Barat,106.7917,-6.1792,1,50,Tower Azalea,14,IDR,120000000
Puri Orchard Apartment 2BR Tower CH,2,1,Cengkareng,Jakarta Barat,106.729326,-6.166036,1,50,Tower Cedar Height,20,IDR,55500000
Puri Orchard Apartment 2BR View City,2,1,Cengkareng,Jakarta Barat,106.729326,-6.166036,1,50,Tower Orange Groove B,20,IDR,57000000
